Report Name: Log Report
Location IP,Collection Time,Location,Status,HTTP Status Code,DNS Response Time (ms),Connection Time (ms),SSL Handshake Time (ms),First Byte Time (ms),Download Time (ms),Response Time (ms),Content Length (B),Resolved IP,Reason
104.236.114.81,October 2 2024 4:40:56 PM EDT,New York - US,Up,200,27,1,16,59,6,109,152440,104.18.9.189,-
198.211.100.169,October 2 2024 4:35:40 PM EDT,New York - US,Up,200,27,6,14,56,7,111,152440,104.18.9.189,-
66.165.253.194,October 2 2024 4:30:25 PM EDT,New York - US,Up,200,22,2,10,83,5,122,152440,104.18.8.189,-
104.236.114.81,October 2 2024 4:25:10 PM EDT,New York - US,Up,200,63,31,22,74,4,194,152440,104.18.9.189,-
45.58.47.160,October 2 2024 4:19:54 PM EDT,New York - US,Up,200,98,3,26,66,5,198,152440,104.18.9.189,-
104.236.16.22,October 2 2024 4:14:39 PM EDT,New York - US,Up,200,14,2,15,80,5,116,152440,104.18.9.189,-
207.244.103.237,October 2 2024 4:14:39 PM EDT,Virginia - US,Up,200,5,1,11,54,5,77,152440,104.18.8.189,-
165.22.238.144,October 2 2024 4:14:39 PM EDT,Toronto - CA,Up,200,9,1,16,51,5,82,152440,104.18.9.189,-
64.235.50.24,October 2 2024 4:14:39 PM EDT,Las Vegas - US,Up,200,31,8,18,79,8,144,152440,104.18.9.189,-
169.197.141.229,October 2 2024 4:09:22 PM EDT,New York - US,Up,200,26,1,9,115,6,157,152440,104.18.9.189,-
198.211.100.169,October 2 2024 4:04:08 PM EDT,New York - US,Up,200,38,4,19,62,6,130,152440,104.18.9.189,-
209.151.153.107,October 2 2024 3:58:51 PM EDT,New York - US,Up,200,18,2,11,58,5,94,152440,104.18.8.189,-
209.151.153.107,October 2 2024 3:53:35 PM EDT,New York - US,Up,200,10,2,10,55,6,83,152440,104.18.8.189,-
198.211.100.169,October 2 2024 3:48:19 PM EDT,New York - US,Up,200,20,6,11,55,4,96,152440,104.18.8.189,-
169.197.141.229,October 2 2024 3:43:04 PM EDT,New York - US,Up,200,24,3,15,78,4,124,152440,104.18.8.189,-
174.129.225.90,October 2 2024 3:43:04 PM EDT,Virginia - US,Up,200,34,2,11,68,6,121,152440,104.18.9.189,-
162.223.228.142,October 2 2024 3:43:04 PM EDT,Toronto - CA,Up,200,17,12,24,74,12,139,152440,104.18.8.189,-
45.10.22.81,October 2 2024 3:43:04 PM EDT,Las Vegas - US,Up,200,0,9,16,58,8,91,152440,104.18.9.189,-
66.165.253.194,October 2 2024 3:37:48 PM EDT,New York - US,Up,200,22,2,25,111,6,166,152440,104.18.9.189,-
45.58.47.160,October 2 2024 3:32:32 PM EDT,New York - US,Up,200,48,3,32,339,5,428,152440,104.18.8.189,-
209.151.153.107,October 2 2024 3:27:16 PM EDT,New York - US,Up,200,9,1,11,62,5,88,152440,104.18.9.189,-
66.165.251.146,October 2 2024 3:21:57 PM EDT,New York - US,Up,200,26,2,25,52,4,109,152440,104.18.8.189,-
198.211.100.169,October 2 2024 3:16:36 PM EDT,New York - US,Up,200,28,1,13,69,5,116,152440,104.18.8.189,-
104.236.114.81,October 2 2024 3:11:24 PM EDT,New York - US,Up,200,26,2,11,52,1,92,152440,104.18.8.189,-
23.105.39.121,October 2 2024 3:11:24 PM EDT,Virginia - US,Up,200,15,1,12,72,6,106,152440,104.18.8.189,-
165.22.238.144,October 2 2024 3:11:24 PM EDT,Toronto - CA,Up,200,9,2,12,49,4,76,152440,104.18.9.189,-
45.10.22.81,October 2 2024 3:11:24 PM EDT,Las Vegas - US,Up,200,14,9,22,68,13,126,152440,104.18.9.189,-
169.197.141.229,October 2 2024 3:06:10 PM EDT,New York - US,Up,200,32,1,10,80,5,128,152440,104.18.8.189,-
45.58.47.160,October 2 2024 3:00:54 PM EDT,New York - US,Up,200,160,2,89,64,2,317,152440,104.18.8.189,-
66.165.233.146,October 2 2024 2:55:37 PM EDT,New York - US,Up,200,50,5,17,56,4,132,152440,104.18.8.189,-
66.165.251.146,October 2 2024 2:50:18 PM EDT,New York - US,Up,200,47,2,21,66,5,142,152440,104.18.9.189,-
66.165.253.194,October 2 2024 2:45:02 PM EDT,New York - US,Up,200,26,2,26,58,5,118,152440,104.18.8.189,-
104.236.114.81,October 2 2024 2:39:45 PM EDT,New York - US,Up,200,36,3,14,54,9,116,152440,104.18.9.189,-
131.153.220.98,October 2 2024 2:39:45 PM EDT,Virginia - US,Up,200,10,1,9,87,5,112,152440,104.18.9.189,-
162.223.228.142,October 2 2024 2:39:45 PM EDT,Toronto - CA,Up,200,14,11,20,70,11,127,152440,104.18.8.189,-
45.10.22.81,October 2 2024 2:39:45 PM EDT,Las Vegas - US,Up,200,1,13,39,60,9,122,152440,104.18.9.189,-
66.165.233.146,October 2 2024 2:34:28 PM EDT,New York - US,Up,200,70,3,26,62,0,161,152440,104.18.9.189,-
172.96.165.98,October 2 2024 2:29:12 PM EDT,New York - US,Up,200,35,2,15,68,5,125,152440,104.18.8.189,-
45.58.47.160,October 2 2024 2:23:43 PM EDT,New York - US,Up,200,67,3,21,59,6,156,152440,104.18.8.189,-
45.58.47.160,October 2 2024 2:18:24 PM EDT,New York - US,Up,200,66,5,23,56,4,155,152440,104.18.9.189,-
172.96.165.98,October 2 2024 2:13:09 PM EDT,New York - US,Up,200,27,2,14,61,5,109,152440,104.18.9.189,-
66.165.253.194,October 2 2024 2:07:54 PM EDT,New York - US,Up,200,25,2,22,96,5,150,152440,104.18.9.189,-
174.129.225.90,October 2 2024 2:07:54 PM EDT,Virginia - US,Up,200,15,2,13,89,4,123,152440,104.18.9.189,-
162.223.228.142,October 2 2024 2:07:54 PM EDT,Toronto - CA,Up,200,19,11,19,69,11,129,152440,104.18.9.189,-
64.235.50.24,October 2 2024 2:07:54 PM EDT,Las Vegas - US,Up,200,24,7,20,114,8,173,152440,104.18.9.189,-
172.96.165.98,October 2 2024 2:02:33 PM EDT,New York - US,Up,200,28,1,12,69,5,116,152440,104.18.8.189,-
66.165.253.194,October 2 2024 1:57:11 PM EDT,New York - US,Up,200,46,2,11,130,6,195,152440,104.18.9.189,-
66.165.251.146,October 2 2024 1:51:56 PM EDT,New York - US,Up,200,52,2,11,106,5,176,152440,104.18.8.189,-
66.165.251.146,October 2 2024 1:46:37 PM EDT,New York - US,Up,200,50,3,13,63,6,135,152440,104.18.8.189,-
198.211.100.169,October 2 2024 1:41:21 PM EDT,New York - US,Up,200,31,2,13,59,7,112,152440,104.18.8.189,-
104.236.16.22,October 2 2024 1:35:59 PM EDT,New York - US,Up,200,20,7,14,44,6,91,152440,104.18.9.189,-
207.244.103.237,October 2 2024 1:35:59 PM EDT,Virginia - US,Up,200,5,1,13,65,4,89,152440,104.18.9.189,-
165.22.238.144,October 2 2024 1:35:59 PM EDT,Toronto - CA,Up,200,8,2,13,73,4,100,152440,104.18.8.189,-
64.235.50.24,October 2 2024 1:35:59 PM EDT,Las Vegas - US,Up,200,23,8,19,60,8,118,152440,104.18.8.189,-
66.165.233.146,October 2 2024 1:30:44 PM EDT,New York - US,Up,200,51,3,10,72,6,142,152440,104.18.9.189,-
66.165.253.194,October 2 2024 1:25:24 PM EDT,New York - US,Up,200,27,2,23,141,4,197,152440,104.18.9.189,-
66.165.253.194,October 2 2024 1:20:10 PM EDT,New York - US,Up,200,22,2,19,55,7,105,152440,104.18.8.189,-
169.197.141.229,October 2 2024 1:14:51 PM EDT,New York - US,Up,200,26,1,12,45,5,89,152440,104.18.8.189,-
169.197.141.229,October 2 2024 1:09:36 PM EDT,New York - US,Up,200,45,1,17,99,5,167,152440,104.18.9.189,-
104.236.16.22,October 2 2024 1:04:17 PM EDT,New York - US,Up,200,12,2,12,51,9,86,152440,104.18.8.189,-
108.62.123.84,October 2 2024 1:04:17 PM EDT,Virginia - US,Up,200,18,2,15,61,4,100,152440,104.18.8.189,-
162.223.228.142,October 2 2024 1:04:17 PM EDT,Toronto - CA,Up,200,8,11,21,69,11,120,152440,104.18.9.189,-
45.10.22.81,October 2 2024 1:04:17 PM EDT,Las Vegas - US,Up,200,26,9,20,78,8,141,152440,104.18.9.189,-
172.96.165.98,October 2 2024 12:58:56 PM EDT,New York - US,Up,200,12,2,12,81,6,113,152440,104.18.8.189,-
209.151.153.107,October 2 2024 12:53:35 PM EDT,New York - US,Up,200,16,1,10,61,5,93,152440,104.18.8.189,-
209.151.153.107,October 2 2024 12:48:17 PM EDT,New York - US,Up,200,20,2,18,205,6,252,152440,104.18.8.189,-
45.58.47.160,October 2 2024 12:42:57 PM EDT,New York - US,Up,200,47,11,28,75,3,164,152440,104.18.8.189,-
66.165.253.194,October 2 2024 12:37:37 PM EDT,New York - US,Up,200,22,2,23,181,6,235,152440,104.18.9.189,-
66.165.233.146,October 2 2024 12:32:16 PM EDT,New York - US,Up,200,53,2,11,64,5,135,152440,104.18.8.189,-
207.244.103.237,October 2 2024 12:32:16 PM EDT,Virginia - US,Up,200,13,1,14,70,3,101,152440,104.18.8.189,-
159.203.37.151,October 2 2024 12:32:16 PM EDT,Toronto - CA,Up,200,88,2,12,68,5,175,152440,104.18.9.189,-
45.10.22.81,October 2 2024 12:32:16 PM EDT,Las Vegas - US,Up,200,13,9,28,94,9,154,152440,104.18.9.189,-
198.211.100.169,October 2 2024 12:26:52 PM EDT,New York - US,Up,200,40,5,13,66,3,127,152440,104.18.9.189,-
169.197.141.229,October 2 2024 12:21:30 PM EDT,New York - US,Up,200,31,1,15,57,5,109,152440,104.18.8.189,-
172.96.165.98,October 2 2024 12:16:06 PM EDT,New York - US,Up,200,33,2,11,61,4,111,152440,104.18.9.189,-
169.197.141.229,October 2 2024 12:10:45 PM EDT,New York - US,Up,200,32,1,12,61,4,111,152440,104.18.8.189,-
169.197.141.229,October 2 2024 12:05:14 PM EDT,New York - US,Up,200,32,1,17,116,5,171,152440,104.18.9.189,-
66.165.251.146,October 2 2024 11:59:44 AM EDT,New York - US,Up,200,79,3,11,66,5,164,152440,104.18.8.189,-
207.244.103.237,October 2 2024 11:59:44 AM EDT,Virginia - US,Up,200,14,1,12,75,4,106,152440,104.18.8.189,-
162.223.228.142,October 2 2024 11:59:44 AM EDT,Toronto - CA,Up,200,15,11,18,61,11,116,152440,104.18.8.189,-
64.235.50.24,October 2 2024 11:59:44 AM EDT,Las Vegas - US,Up,200,24,8,19,58,7,116,152440,104.18.8.189,-
198.211.100.169,October 2 2024 11:54:23 AM EDT,New York - US,Up,200,28,1,15,94,5,144,152440,104.18.8.189,-
66.165.233.146,October 2 2024 11:48:59 AM EDT,New York - US,Up,200,51,2,11,56,4,124,152440,104.18.8.189,-
45.58.47.160,October 2 2024 11:43:37 AM EDT,New York - US,Up,200,109,5,21,101,6,242,152440,104.18.9.189,-
169.197.141.229,October 2 2024 11:38:15 AM EDT,New York - US,Up,200,23,1,11,67,23,125,152440,104.18.9.189,-
169.197.141.229,October 2 2024 11:32:53 AM EDT,New York - US,Up,200,17,2,12,55,5,91,152440,104.18.9.189,-
66.165.233.146,October 2 2024 11:27:24 AM EDT,New York - US,Up,200,49,2,10,76,5,142,152440,104.18.8.189,-
207.244.104.199,October 2 2024 11:27:24 AM EDT,Virginia - US,Up,200,13,3,17,47,4,84,152440,104.18.9.189,-
159.203.37.151,October 2 2024 11:27:24 AM EDT,Toronto - CA,Up,200,221,1,12,55,4,293,152440,104.18.9.189,-
64.235.50.24,October 2 2024 11:27:24 AM EDT,Las Vegas - US,Up,200,24,8,17,68,7,124,152440,104.18.8.189,-
169.197.141.229,October 2 2024 11:21:57 AM EDT,New York - US,Up,200,30,1,14,59,6,110,152440,104.18.9.189,-
209.151.153.107,October 2 2024 11:16:31 AM EDT,New York - US,Up,200,17,1,10,72,5,105,152440,104.18.9.189,-
66.165.253.194,October 2 2024 11:11:02 AM EDT,New York - US,Up,200,37,2,22,64,5,130,152440,104.18.9.189,-
198.211.100.169,October 2 2024 11:05:41 AM EDT,New York - US,Up,200,35,6,11,53,4,109,152440,104.18.9.189,-
198.211.100.169,October 2 2024 11:00:18 AM EDT,New York - US,Up,200,42,2,13,60,6,124,152440,104.18.8.189,-
172.96.165.98,October 2 2024 10:54:57 AM EDT,New York - US,Up,200,26,2,11,69,4,112,152440,104.18.8.189,-
207.244.103.237,October 2 2024 10:54:57 AM EDT,Virginia - US,Up,200,14,2,13,71,13,113,152440,104.18.9.189,-
134.195.196.243,October 2 2024 10:54:57 AM EDT,Toronto - CA,Up,200,22,1,23,80,5,132,152440,104.18.8.189,-
45.10.22.81,October 2 2024 10:54:57 AM EDT,Las Vegas - US,Up,200,12,10,22,56,8,108,152440,104.18.8.189,-
66.165.251.146,October 2 2024 10:49:36 AM EDT,New York - US,Up,200,49,2,10,52,9,122,152440,104.18.8.189,-
209.151.153.107,October 2 2024 10:44:14 AM EDT,New York - US,Up,200,16,3,12,61,2,94,152440,104.18.8.189,-
66.165.233.146,October 2 2024 10:38:51 AM EDT,New York - US,Up,200,51,2,13,56,7,129,152440,104.18.9.189,-
104.236.114.81,October 2 2024 10:33:30 AM EDT,New York - US,Up,200,46,9,33,45,13,146,152440,104.18.9.189,-
66.165.253.194,October 2 2024 10:28:07 AM EDT,New York - US,Up,200,44,2,25,58,21,150,152440,104.18.9.189,-
66.165.251.146,October 2 2024 10:22:49 AM EDT,New York - US,Up,200,55,2,11,77,5,150,152440,104.18.8.189,-
23.105.39.121,October 2 2024 10:22:49 AM EDT,Virginia - US,Up,200,11,7,15,73,7,113,152440,104.18.9.189,-
162.223.228.142,October 2 2024 10:22:49 AM EDT,Toronto - CA,Up,200,18,12,24,88,12,154,152440,104.18.8.189,-
64.235.50.24,October 2 2024 10:22:49 AM EDT,Las Vegas - US,Up,200,24,8,18,58,7,115,152440,104.18.9.189,-
104.236.16.22,October 2 2024 10:17:28 AM EDT,New York - US,Up,200,17,2,16,52,4,91,152440,104.18.8.189,-
66.165.253.194,October 2 2024 10:12:02 AM EDT,New York - US,Up,200,150,3,26,124,4,307,152440,104.18.8.189,-
45.58.47.160,October 2 2024 10:06:42 AM EDT,New York - US,Up,200,43,2,17,46,5,114,152440,104.18.9.189,-
104.236.114.81,October 2 2024 10:01:22 AM EDT,New York - US,Up,200,28,4,15,68,3,118,152440,104.18.8.189,-
209.151.153.107,October 2 2024 9:55:51 AM EDT,New York - US,Up,200,8,2,11,96,4,121,152440,104.18.9.189,-
209.151.153.107,October 2 2024 9:50:29 AM EDT,New York - US,Up,200,17,1,12,98,4,132,152440,104.18.8.189,-
23.105.39.121,October 2 2024 9:50:29 AM EDT,Virginia - US,Up,200,9,2,16,56,6,90,152440,104.18.8.189,-
172.105.0.109,October 2 2024 9:50:29 AM EDT,Toronto - CA,Up,200,78,1,10,47,6,142,152440,104.18.9.189,-
64.235.50.24,October 2 2024 9:50:29 AM EDT,Las Vegas - US,Up,200,20,8,19,84,14,146,152440,104.18.9.189,-
209.151.153.107,October 2 2024 9:45:10 AM EDT,New York - US,Up,200,20,2,10,80,4,116,152440,104.18.9.189,-
104.236.16.22,October 2 2024 9:39:48 AM EDT,New York - US,Up,200,18,1,14,46,6,85,152440,104.18.8.189,-
104.236.114.81,October 2 2024 9:34:23 AM EDT,New York - US,Up,200,20,1,14,63,10,109,152440,104.18.9.189,-
169.197.141.229,October 2 2024 9:29:04 AM EDT,New York - US,Up,200,21,1,12,57,5,96,152440,104.18.9.189,-
45.58.47.160,October 2 2024 9:23:43 AM EDT,New York - US,Up,200,204,32,56,50,10,352,152440,104.18.9.189,-
209.151.153.107,October 2 2024 9:18:22 AM EDT,New York - US,Up,200,16,2,16,63,5,102,152440,104.18.9.189,-
207.244.104.233,October 2 2024 9:18:22 AM EDT,Virginia - US,Up,200,6,3,17,78,6,111,152440,104.18.9.189,-
134.195.196.243,October 2 2024 9:18:22 AM EDT,Toronto - CA,Up,200,21,1,10,35,5,72,152440,104.18.9.189,-
45.10.22.81,October 2 2024 9:18:22 AM EDT,Las Vegas - US,Up,200,12,9,17,63,8,109,152440,104.18.8.189,-
172.96.165.98,October 2 2024 9:13:02 AM EDT,New York - US,Up,200,18,2,14,74,10,118,152440,104.18.8.189,-
66.165.251.146,October 2 2024 9:07:38 AM EDT,New York - US,Up,200,53,1,13,64,4,135,152440,104.18.8.189,-
66.165.251.146,October 2 2024 9:02:17 AM EDT,New York - US,Up,200,70,2,15,49,7,143,152440,104.18.9.189,-
66.165.253.194,October 2 2024 8:56:55 AM EDT,New York - US,Up,200,45,2,12,55,5,119,152440,104.18.9.189,-
104.236.114.81,October 2 2024 8:51:32 AM EDT,New York - US,Up,200,27,1,17,50,6,101,152440,104.18.8.189,-
104.236.114.81,October 2 2024 8:46:10 AM EDT,New York - US,Up,200,15,2,14,53,5,89,152440,104.18.9.189,-
207.244.103.237,October 2 2024 8:46:10 AM EDT,Virginia - US,Up,200,6,1,13,55,4,79,152440,104.18.9.189,-
162.223.228.142,October 2 2024 8:46:10 AM EDT,Toronto - CA,Up,200,34,12,20,61,11,138,152440,104.18.8.189,-
64.235.50.24,October 2 2024 8:46:10 AM EDT,Las Vegas - US,Up,200,19,7,15,71,7,120,152440,104.18.9.189,-
172.96.165.98,October 2 2024 8:40:49 AM EDT,New York - US,Up,200,26,2,14,78,4,124,152440,104.18.8.189,-
104.236.114.81,October 2 2024 8:35:27 AM EDT,New York - US,Up,200,17,2,18,55,5,97,152440,104.18.8.189,-
45.58.47.160,October 2 2024 8:30:07 AM EDT,New York - US,Up,200,94,6,23,60,10,195,152440,104.18.9.189,-
172.96.165.98,October 2 2024 8:24:44 AM EDT,New York - US,Up,200,27,2,11,49,5,94,152440,104.18.9.189,-
209.151.153.107,October 2 2024 8:19:23 AM EDT,New York - US,Up,200,9,1,9,55,4,79,152440,104.18.8.189,-
104.236.114.81,October 2 2024 8:14:03 AM EDT,New York - US,Up,200,18,1,15,53,8,95,152440,104.18.9.189,-
75.101.151.107,October 2 2024 8:14:03 AM EDT,Virginia - US,Up,200,18,2,10,54,4,89,152440,104.18.8.189,-
134.195.196.243,October 2 2024 8:14:03 AM EDT,Toronto - CA,Up,200,14,1,11,41,4,71,152440,104.18.9.189,-
64.235.50.24,October 2 2024 8:14:03 AM EDT,Las Vegas - US,Up,200,19,8,16,47,7,97,152440,104.18.8.189,-
45.58.47.160,October 2 2024 8:08:45 AM EDT,New York - US,Up,200,88,4,68,45,4,209,152440,104.18.8.189,-
172.96.165.98,October 2 2024 8:03:27 AM EDT,New York - US,Up,200,13,2,11,65,5,96,152440,104.18.8.189,-
66.165.251.146,October 2 2024 7:58:07 AM EDT,New York - US,Up,200,77,2,21,41,5,147,152440,104.18.9.189,-
45.58.47.160,October 2 2024 7:52:49 AM EDT,New York - US,Up,200,89,2,17,47,4,160,152440,104.18.8.189,-
104.236.114.81,October 2 2024 7:47:33 AM EDT,New York - US,Up,200,29,2,14,41,5,92,152440,104.18.9.189,-
66.165.233.146,October 2 2024 7:42:14 AM EDT,New York - US,Up,200,50,2,20,54,4,130,152440,104.18.8.189,-
207.244.97.125,October 2 2024 7:42:14 AM EDT,Virginia - US,Up,200,5,2,12,75,5,100,152440,104.18.8.189,-
134.195.196.243,October 2 2024 7:42:14 AM EDT,Toronto - CA,Up,200,14,2,20,67,4,107,152440,104.18.8.189,-
45.10.22.81,October 2 2024 7:42:14 AM EDT,Las Vegas - US,Up,200,14,8,19,106,8,155,152440,104.18.9.189,-
45.58.47.160,October 2 2024 7:37:00 AM EDT,New York - US,Up,200,136,2,17,63,5,224,152440,104.18.8.189,-
169.197.141.229,October 2 2024 7:31:46 AM EDT,New York - US,Up,200,25,1,9,44,4,83,152440,104.18.9.189,-
169.197.141.229,October 2 2024 7:26:26 AM EDT,New York - US,Up,200,12,1,16,66,4,99,152440,104.18.8.189,-
45.58.47.160,October 2 2024 7:21:13 AM EDT,New York - US,Up,200,98,4,21,58,5,187,152440,104.18.9.189,-
66.165.233.146,October 2 2024 7:15:58 AM EDT,New York - US,Up,200,51,2,16,41,5,115,152440,104.18.8.189,-
104.236.114.81,October 2 2024 7:10:39 AM EDT,New York - US,Up,200,30,2,14,48,5,99,152440,104.18.9.189,-
207.244.104.199,October 2 2024 7:10:39 AM EDT,Virginia - US,Up,200,4,2,15,51,5,77,152440,104.18.9.189,-
172.105.0.109,October 2 2024 7:10:39 AM EDT,Toronto - CA,Up,200,225,1,11,42,5,284,152440,104.18.9.189,-
64.235.50.24,October 2 2024 7:10:39 AM EDT,Las Vegas - US,Up,200,21,9,20,60,8,118,152440,104.18.8.189,-
66.165.251.146,October 2 2024 7:05:22 AM EDT,New York - US,Up,200,51,2,18,96,3,170,152440,104.18.9.189,-
198.211.100.169,October 2 2024 7:00:01 AM EDT,New York - US,Up,200,227,7,27,74,1,337,152440,104.18.8.189,-
172.96.165.98,October 2 2024 6:54:46 AM EDT,New York - US,Up,200,25,1,14,41,4,85,152440,104.18.8.189,-
169.197.141.229,October 2 2024 6:49:29 AM EDT,New York - US,Up,200,22,1,8,39,5,75,152440,104.18.9.189,-
209.151.153.107,October 2 2024 6:44:11 AM EDT,New York - US,Up,200,10,1,9,41,4,65,152440,104.18.8.189,-
45.58.47.160,October 2 2024 6:38:56 AM EDT,New York - US,Up,200,105,3,17,49,5,180,152440,104.18.9.189,-
75.101.151.107,October 2 2024 6:38:56 AM EDT,Virginia - US,Up,200,42,2,10,49,6,109,152440,104.18.9.189,-
134.195.196.243,October 2 2024 6:38:56 AM EDT,Toronto - CA,Up,200,21,0,8,38,4,72,152440,104.18.8.189,-
45.10.22.81,October 2 2024 6:38:56 AM EDT,Las Vegas - US,Up,200,13,9,20,53,8,103,152440,104.18.9.189,-
104.236.114.81,October 2 2024 6:33:37 AM EDT,New York - US,Up,200,13,16,15,56,7,107,152440,104.18.9.189,-
172.96.165.98,October 2 2024 6:28:21 AM EDT,New York - US,Up,200,25,1,10,41,6,83,152440,104.18.9.189,-
66.165.233.146,October 2 2024 6:23:09 AM EDT,New York - US,Up,200,64,2,10,43,4,123,152440,104.18.9.189,-
66.165.233.146,October 2 2024 6:17:55 AM EDT,New York - US,Up,200,52,2,12,39,8,113,152440,104.18.8.189,-
169.197.141.229,October 2 2024 6:12:43 AM EDT,New York - US,Up,200,26,1,13,59,4,103,152440,104.18.8.189,-
66.165.233.146,October 2 2024 6:07:29 AM EDT,New York - US,Up,200,52,2,9,49,4,116,152440,104.18.9.189,-
207.244.103.237,October 2 2024 6:07:29 AM EDT,Virginia - US,Up,200,12,1,13,42,5,74,152440,104.18.9.189,-
165.22.238.144,October 2 2024 6:07:29 AM EDT,Toronto - CA,Up,200,8,1,12,48,4,73,152440,104.18.9.189,-
45.10.22.81,October 2 2024 6:07:29 AM EDT,Las Vegas - US,Up,200,12,8,19,60,8,108,152440,104.18.9.189,-
209.151.153.107,October 2 2024 6:02:15 AM EDT,New York - US,Up,200,9,1,8,38,5,62,152440,104.18.9.189,-
104.236.114.81,October 2 2024 5:57:00 AM EDT,New York - US,Up,200,31,3,17,41,3,95,152440,104.18.9.189,-
104.236.114.81,October 2 2024 5:51:42 AM EDT,New York - US,Up,200,16,1,13,42,4,76,152440,104.18.9.189,-
172.96.165.98,October 2 2024 5:46:28 AM EDT,New York - US,Up,200,24,1,10,34,4,73,152440,104.18.8.189,-
172.96.165.98,October 2 2024 5:41:12 AM EDT,New York - US,Up,200,13,1,13,42,9,79,152440,104.18.9.189,-
169.197.141.229,October 2 2024 5:35:58 AM EDT,New York - US,Up,200,26,1,12,60,7,106,152440,104.18.8.189,-
207.244.103.237,October 2 2024 5:35:58 AM EDT,Virginia - US,Up,200,13,1,12,50,5,81,152440,104.18.8.189,-
172.105.0.109,October 2 2024 5:35:58 AM EDT,Toronto - CA,Up,200,82,1,11,42,4,140,152440,104.18.9.189,-
64.235.50.24,October 2 2024 5:35:58 AM EDT,Las Vegas - US,Up,200,21,8,15,51,7,102,152440,104.18.8.189,-
209.151.153.107,October 2 2024 5:30:37 AM EDT,New York - US,Up,200,43,2,9,44,5,103,152440,104.18.9.189,-
198.211.100.169,October 2 2024 5:25:22 AM EDT,New York - US,Up,200,26,1,20,43,4,95,152440,104.18.8.189,-
66.165.251.146,October 2 2024 5:20:08 AM EDT,New York - US,Up,200,50,1,17,56,4,128,152440,104.18.8.189,-
172.96.165.98,October 2 2024 5:14:53 AM EDT,New York - US,Up,200,29,1,10,45,5,90,152440,104.18.8.189,-
169.197.141.229,October 2 2024 5:09:38 AM EDT,New York - US,Up,200,22,1,11,42,4,80,152440,104.18.9.189,-
66.165.233.146,October 2 2024 5:04:21 AM EDT,New York - US,Up,200,62,2,9,43,5,122,152440,104.18.8.189,-
207.244.104.199,October 2 2024 5:04:21 AM EDT,Virginia - US,Up,200,5,5,12,51,6,79,152440,104.18.8.189,-
162.223.228.142,October 2 2024 5:04:21 AM EDT,Toronto - CA,Up,200,15,11,18,52,9,105,152440,104.18.8.189,-
45.10.22.81,October 2 2024 5:04:21 AM EDT,Las Vegas - US,Up,200,14,9,19,52,9,103,152440,104.18.8.189,-
104.236.114.81,October 2 2024 4:59:00 AM EDT,New York - US,Up,200,29,2,19,34,4,88,152440,104.18.8.189,-
172.96.165.98,October 2 2024 4:53:46 AM EDT,New York - US,Up,200,29,1,11,39,4,85,152440,104.18.8.189,-
66.165.253.194,October 2 2024 4:48:29 AM EDT,New York - US,Up,200,42,2,11,37,4,96,152440,104.18.8.189,-
66.165.253.194,October 2 2024 4:43:13 AM EDT,New York - US,Up,200,70,2,23,54,5,154,152440,104.18.8.189,-
104.236.114.81,October 2 2024 4:38:02 AM EDT,New York - US,Up,200,29,1,13,38,5,86,152440,104.18.8.189,-
45.58.47.160,October 2 2024 4:32:44 AM EDT,New York - US,Up,200,62,5,19,53,7,146,152440,104.18.9.189,-
207.244.97.125,October 2 2024 4:32:44 AM EDT,Virginia - US,Up,200,5,1,16,42,4,69,152440,104.18.9.189,-
162.223.228.142,October 2 2024 4:32:44 AM EDT,Toronto - CA,Up,200,9,11,18,49,11,98,152440,104.18.9.189,-
45.10.22.81,October 2 2024 4:32:44 AM EDT,Las Vegas - US,Up,200,13,8,17,47,9,95,152440,104.18.9.189,-
66.165.253.194,October 2 2024 4:27:24 AM EDT,New York - US,Up,200,42,1,9,43,4,99,152440,104.18.9.189,-
66.165.251.146,October 2 2024 4:22:04 AM EDT,New York - US,Up,200,48,2,11,45,4,110,152440,104.18.9.189,-
66.165.253.194,October 2 2024 4:16:48 AM EDT,New York - US,Up,200,47,2,23,40,4,116,152440,104.18.9.189,-
66.165.253.194,October 2 2024 4:11:25 AM EDT,New York - US,Up,200,41,2,21,45,4,113,152440,104.18.8.189,-
45.58.47.160,October 2 2024 4:06:04 AM EDT,New York - US,Up,200,97,1,12,46,4,160,152440,104.18.9.189,-
209.151.153.107,October 2 2024 4:00:35 AM EDT,New York - US,Up,200,9,1,9,46,4,70,152440,104.18.9.189,-
108.62.123.84,October 2 2024 4:00:35 AM EDT,Virginia - US,Up,200,16,1,13,50,14,95,152440,104.18.8.189,-
162.223.228.142,October 2 2024 4:00:35 AM EDT,Toronto - CA,Up,200,18,12,18,54,12,114,152440,104.18.8.189,-
45.10.22.81,October 2 2024 4:00:35 AM EDT,Las Vegas - US,Up,200,14,8,24,59,8,114,152440,104.18.8.189,-
66.165.233.146,October 2 2024 3:55:18 AM EDT,New York - US,Up,200,50,2,10,51,4,117,152440,104.18.9.189,-
198.211.100.169,October 2 2024 3:50:00 AM EDT,New York - US,Up,200,31,1,9,38,3,83,152440,104.18.8.189,-
66.165.251.146,October 2 2024 3:44:45 AM EDT,New York - US,Up,200,45,2,11,44,4,106,152440,104.18.9.189,-
169.197.141.229,October 2 2024 3:39:29 AM EDT,New York - US,Up,200,29,1,14,51,4,100,152440,104.18.8.189,-
