Report Name: Log Report
Location IP,Collection Time,Location,Status,HTTP Status Code,DNS Response Time (ms),Connection Time (ms),SSL Handshake Time (ms),First Byte Time (ms),Download Time (ms),Response Time (ms),Content Length (B),Resolved IP,Reason
198.211.100.169,October 2 2024 11:56:43 PM EDT,New York - US,Up,200,14,2,12,36,18,82,637014,104.18.17.112,-
131.153.220.98,October 2 2024 11:56:43 PM EDT,Virginia - US,Up,200,8,1,22,56,14,101,637014,104.18.17.112,-
172.105.0.109,October 2 2024 11:56:43 PM EDT,Toronto - CA,Up,200,304,1,8,59,13,385,637014,104.18.17.112,-
45.10.22.81,October 2 2024 11:56:43 PM EDT,Las Vegas - US,Up,200,18,9,20,145,22,214,637014,104.18.16.112,-
104.236.114.81,October 2 2024 11:51:31 PM EDT,New York - US,Up,200,29,1,19,45,14,108,637014,104.18.16.112,-
172.96.165.98,October 2 2024 11:46:20 PM EDT,New York - US,Up,200,29,1,10,42,22,104,637014,104.18.17.112,-
66.165.251.146,October 2 2024 11:41:08 PM EDT,New York - US,Up,200,45,9,13,36,16,119,637014,104.18.17.112,-
104.236.16.22,October 2 2024 11:35:53 PM EDT,New York - US,Up,200,21,7,11,1660,13,1712,637014,104.18.16.112,-
66.165.251.146,October 2 2024 11:30:40 PM EDT,New York - US,Up,200,47,2,11,44,14,118,637011,104.18.17.112,-
209.151.153.107,October 2 2024 11:25:30 PM EDT,New York - US,Up,200,10,1,10,35,16,72,637011,104.18.16.112,-
207.244.97.125,October 2 2024 11:25:30 PM EDT,Virginia - US,Up,200,5,2,15,50,36,108,637011,104.18.17.112,-
134.195.196.243,October 2 2024 11:25:30 PM EDT,Toronto - CA,Up,200,13,1,9,43,14,80,637011,104.18.17.112,-
45.10.22.81,October 2 2024 11:25:30 PM EDT,Las Vegas - US,Up,200,13,9,20,117,16,175,637011,104.18.17.112,-
66.165.233.146,October 2 2024 11:20:16 PM EDT,New York - US,Up,200,45,2,14,38,14,113,637011,104.18.17.112,-
198.211.100.169,October 2 2024 11:14:58 PM EDT,New York - US,Up,200,14,2,11,35,13,75,637011,104.18.16.112,-
104.236.114.81,October 2 2024 11:09:48 PM EDT,New York - US,Up,200,27,1,13,40,14,95,637011,104.18.17.112,-
104.236.16.22,October 2 2024 11:04:36 PM EDT,New York - US,Up,200,14,2,15,35,15,82,637011,104.18.16.112,-
209.151.153.107,October 2 2024 10:59:24 PM EDT,New York - US,Up,200,4,1,11,46,13,76,637011,104.18.17.112,-
66.165.253.194,October 2 2024 10:54:11 PM EDT,New York - US,Up,200,49,2,9,47,17,124,637011,104.18.17.112,-
23.105.39.121,October 2 2024 10:54:11 PM EDT,Virginia - US,Up,200,15,5,18,62,17,117,637011,104.18.17.112,-
159.203.37.151,October 2 2024 10:54:11 PM EDT,Toronto - CA,Up,200,70,1,11,64,13,160,637011,104.18.17.112,-
45.10.22.81,October 2 2024 10:54:11 PM EDT,Las Vegas - US,Up,200,12,9,18,145,21,205,637011,104.18.17.112,-
66.165.251.146,October 2 2024 10:48:56 PM EDT,New York - US,Up,200,24,3,14,38,15,94,637011,104.18.16.112,-
104.236.114.81,October 2 2024 10:43:38 PM EDT,New York - US,Up,200,15,5,17,34,14,85,637011,104.18.16.112,-
66.165.251.146,October 2 2024 10:38:24 PM EDT,New York - US,Up,200,45,2,14,38,16,115,637011,104.18.16.112,-
169.197.141.229,October 2 2024 10:32:55 PM EDT,New York - US,Up,200,29,2,12,1478,13,1534,637011,104.18.17.112,-
104.236.16.22,October 2 2024 10:27:31 PM EDT,New York - US,Up,200,15,2,9,40,15,82,637016,104.18.16.112,-
104.236.16.22,October 2 2024 10:22:16 PM EDT,New York - US,Up,200,11,2,11,37,14,75,637016,104.18.16.112,-
23.105.39.121,October 2 2024 10:22:16 PM EDT,Virginia - US,Up,200,8,2,14,46,15,85,637016,104.18.17.112,-
165.22.238.144,October 2 2024 10:22:16 PM EDT,Toronto - CA,Up,200,7,1,11,54,14,88,637016,104.18.17.112,-
45.10.22.81,October 2 2024 10:22:16 PM EDT,Las Vegas - US,Up,200,19,8,20,78,17,143,637016,104.18.16.112,-
198.211.100.169,October 2 2024 10:17:05 PM EDT,New York - US,Up,200,16,2,20,57,14,109,637016,104.18.17.112,-
104.236.114.81,October 2 2024 10:11:45 PM EDT,New York - US,Up,200,27,6,15,35,13,96,637016,104.18.16.112,-
104.236.16.22,October 2 2024 10:06:28 PM EDT,New York - US,Up,200,16,3,11,52,16,99,637016,104.18.16.112,-
104.236.16.22,October 2 2024 10:01:14 PM EDT,New York - US,Up,200,14,1,12,52,15,94,637016,104.18.17.112,-
209.151.153.107,October 2 2024 9:55:55 PM EDT,New York - US,Up,200,13,8,11,34,14,80,637016,104.18.17.112,-
66.165.233.146,October 2 2024 9:50:40 PM EDT,New York - US,Up,200,46,2,10,45,14,118,637016,104.18.16.112,-
174.129.225.90,October 2 2024 9:50:40 PM EDT,Virginia - US,Up,200,38,4,9,95,11,157,637016,104.18.17.112,-
172.105.0.109,October 2 2024 9:50:40 PM EDT,Toronto - CA,Up,200,101,1,10,64,15,191,637016,104.18.17.112,-
64.235.50.24,October 2 2024 9:50:40 PM EDT,Las Vegas - US,Up,200,25,7,23,124,15,194,637016,104.18.16.112,-
66.165.253.194,October 2 2024 9:45:27 PM EDT,New York - US,Up,200,21,4,22,43,16,106,637016,104.18.16.112,-
66.165.233.146,October 2 2024 9:40:15 PM EDT,New York - US,Up,200,46,2,14,46,15,123,637016,104.18.16.112,-
198.211.100.169,October 2 2024 9:34:57 PM EDT,New York - US,Up,200,14,2,13,41,14,84,637016,104.18.16.112,-
172.96.165.98,October 2 2024 9:29:44 PM EDT,New York - US,Up,200,26,6,16,1478,6,1532,637016,104.18.16.112,-
104.236.114.81,October 2 2024 9:24:32 PM EDT,New York - US,Up,200,14,3,14,40,23,94,637016,104.18.17.112,-
172.96.165.98,October 2 2024 9:19:07 PM EDT,New York - US,Up,200,29,2,14,39,14,98,637016,104.18.16.112,-
75.101.151.107,October 2 2024 9:19:07 PM EDT,Virginia - US,Up,200,33,2,12,54,16,117,637016,104.18.17.112,-
165.22.238.144,October 2 2024 9:19:07 PM EDT,Toronto - CA,Up,200,7,1,11,58,14,91,637016,104.18.16.112,-
64.235.50.24,October 2 2024 9:19:07 PM EDT,Las Vegas - US,Up,200,21,9,19,122,20,191,637016,104.18.16.112,-
66.165.251.146,October 2 2024 9:13:54 PM EDT,New York - US,Up,200,24,1,10,78,23,137,637016,104.18.16.112,-
45.58.47.160,October 2 2024 9:08:38 PM EDT,New York - US,Up,200,452,3,24,60,14,553,637016,104.18.16.112,-
45.58.47.160,October 2 2024 9:03:18 PM EDT,New York - US,Up,200,601,4,30,53,21,709,637016,104.18.17.112,-
198.211.100.169,October 2 2024 8:57:53 PM EDT,New York - US,Up,200,15,2,14,180,16,227,637016,104.18.16.112,-
66.165.253.194,October 2 2024 8:52:30 PM EDT,New York - US,Up,200,21,3,11,39,15,89,637016,104.18.17.112,-
104.236.16.22,October 2 2024 8:47:05 PM EDT,New York - US,Up,200,15,8,49,45,22,139,637016,104.18.16.112,-
207.244.104.49,October 2 2024 8:47:05 PM EDT,Virginia - US,Up,200,7,2,11,63,16,99,637016,104.18.16.112,-
172.105.0.109,October 2 2024 8:47:05 PM EDT,Toronto - CA,Up,200,206,1,10,65,14,296,637016,104.18.16.112,-
64.235.50.24,October 2 2024 8:47:05 PM EDT,Las Vegas - US,Up,200,20,7,17,109,16,169,637016,104.18.17.112,-
198.211.100.169,October 2 2024 8:41:31 PM EDT,New York - US,Up,200,26,1,13,71,17,128,637016,104.18.17.112,-
66.165.253.194,October 2 2024 8:36:04 PM EDT,New York - US,Up,200,42,2,21,41,14,120,637016,104.18.16.112,-
66.165.251.146,October 2 2024 8:30:49 PM EDT,New York - US,Up,200,47,3,12,47,16,125,637016,104.18.17.112,-
104.236.16.22,October 2 2024 8:25:30 PM EDT,New York - US,Up,200,43,660,17,1667,16,2403,637016,104.18.17.112,-
198.211.100.169,October 2 2024 8:20:16 PM EDT,New York - US,Up,200,15,1,13,55,23,107,637013,104.18.16.112,-
66.165.253.194,October 2 2024 8:14:55 PM EDT,New York - US,Up,200,21,2,21,40,13,97,637013,104.18.16.112,-
131.153.220.98,October 2 2024 8:14:55 PM EDT,Virginia - US,Up,200,6,0,14,52,26,99,637013,104.18.16.112,-
159.203.37.151,October 2 2024 8:14:55 PM EDT,Toronto - CA,Up,200,1004,1,13,49,15,1082,637013,104.18.16.112,-
45.10.22.81,October 2 2024 8:14:55 PM EDT,Las Vegas - US,Up,200,13,9,21,140,15,198,637013,104.18.17.112,-
209.151.153.107,October 2 2024 8:09:41 PM EDT,New York - US,Up,200,8,2,10,40,18,78,637013,104.18.16.112,-
104.236.16.22,October 2 2024 8:04:29 PM EDT,New York - US,Up,200,25,6,47,48,41,168,637013,104.18.17.112,-
198.211.100.169,October 2 2024 7:59:13 PM EDT,New York - US,Up,200,16,2,17,45,12,92,637013,104.18.17.112,-
209.151.153.107,October 2 2024 7:54:01 PM EDT,New York - US,Up,200,10,1,11,43,16,82,637013,104.18.17.112,-
198.211.100.169,October 2 2024 7:48:49 PM EDT,New York - US,Up,200,16,3,13,38,12,82,637013,104.18.16.112,-
104.236.16.22,October 2 2024 7:43:35 PM EDT,New York - US,Up,200,18,14,40,67,2,141,637013,104.18.17.112,-
207.244.104.233,October 2 2024 7:43:35 PM EDT,Virginia - US,Up,200,7,4,58,69,18,156,637013,104.18.16.112,-
172.105.0.109,October 2 2024 7:43:35 PM EDT,Toronto - CA,Up,200,212,1,9,67,14,303,637013,104.18.17.112,-
64.235.50.24,October 2 2024 7:43:35 PM EDT,Las Vegas - US,Up,200,21,7,16,154,15,213,637013,104.18.16.112,-
209.151.153.107,October 2 2024 7:38:21 PM EDT,New York - US,Up,200,11,5,12,44,22,94,637013,104.18.17.112,-
104.236.114.81,October 2 2024 7:33:07 PM EDT,New York - US,Up,200,15,11,18,44,12,100,637013,104.18.17.112,-
66.165.251.146,October 2 2024 7:27:53 PM EDT,New York - US,Up,200,24,2,23,43,19,112,637013,104.18.17.112,-
172.96.165.98,October 2 2024 7:22:39 PM EDT,New York - US,Up,200,26,12,15,1629,15,1697,637013,104.18.16.112,-
104.236.114.81,October 2 2024 7:17:27 PM EDT,New York - US,Up,200,27,2,11,61,21,122,638549,104.18.16.112,-
169.197.141.229,October 2 2024 7:12:11 PM EDT,New York - US,Up,200,23,2,13,48,16,102,638549,104.18.17.112,-
207.244.104.233,October 2 2024 7:12:11 PM EDT,Virginia - US,Up,200,6,1,19,61,23,111,638549,104.18.16.112,-
165.22.238.144,October 2 2024 7:12:11 PM EDT,Toronto - CA,Up,200,29,2,13,49,15,108,638549,104.18.17.112,-
45.10.22.81,October 2 2024 7:12:11 PM EDT,Las Vegas - US,Up,200,14,8,21,59,16,118,638549,104.18.16.112,-
104.236.16.22,October 2 2024 7:06:59 PM EDT,New York - US,Up,200,14,3,16,40,15,88,638549,104.18.17.112,-
104.236.114.81,October 2 2024 7:01:40 PM EDT,New York - US,Up,200,27,2,15,43,15,102,638549,104.18.17.112,-
66.165.233.146,October 2 2024 6:56:26 PM EDT,New York - US,Up,200,45,2,10,47,15,119,638549,104.18.17.112,-
169.197.141.229,October 2 2024 6:51:13 PM EDT,New York - US,Up,200,29,2,14,42,14,101,638549,104.18.16.112,-
209.151.153.107,October 2 2024 6:45:59 PM EDT,New York - US,Up,200,9,1,11,51,18,90,638549,104.18.17.112,-
66.165.251.146,October 2 2024 6:40:44 PM EDT,New York - US,Up,200,23,2,11,49,11,96,638549,104.18.16.112,-
207.244.103.237,October 2 2024 6:40:44 PM EDT,Virginia - US,Up,200,4,2,12,91,32,141,638549,104.18.16.112,-
134.195.196.243,October 2 2024 6:40:44 PM EDT,Toronto - CA,Up,200,12,1,22,64,14,113,638549,104.18.16.112,-
45.10.22.81,October 2 2024 6:40:44 PM EDT,Las Vegas - US,Up,200,13,9,20,119,15,176,638549,104.18.17.112,-
169.197.141.229,October 2 2024 6:35:29 PM EDT,New York - US,Up,200,23,4,14,53,10,105,638549,104.18.16.112,-
209.151.153.107,October 2 2024 6:30:14 PM EDT,New York - US,Up,200,11,2,10,53,17,93,638549,104.18.16.112,-
198.211.100.169,October 2 2024 6:25:02 PM EDT,New York - US,Up,200,19,9,23,43,18,112,638549,104.18.16.112,-
198.211.100.169,October 2 2024 6:19:47 PM EDT,New York - US,Up,200,17,4,13,62,18,114,638549,104.18.16.112,-
104.236.114.81,October 2 2024 6:14:34 PM EDT,New York - US,Up,200,17,1,15,49,14,97,637014,104.18.16.112,-
104.236.16.22,October 2 2024 6:09:20 PM EDT,New York - US,Up,200,16,2,17,46,23,104,637014,104.18.17.112,-
75.101.151.107,October 2 2024 6:09:20 PM EDT,Virginia - US,Up,200,10,1,12,67,15,105,637014,104.18.16.112,-
134.195.196.243,October 2 2024 6:09:20 PM EDT,Toronto - CA,Up,200,12,1,18,58,14,103,637014,104.18.16.112,-
64.235.50.24,October 2 2024 6:09:20 PM EDT,Las Vegas - US,Up,200,22,8,16,48,15,109,637014,104.18.16.112,-
66.165.251.146,October 2 2024 6:04:04 PM EDT,New York - US,Up,200,23,2,21,52,14,113,637014,104.18.17.112,-
104.236.16.22,October 2 2024 5:58:49 PM EDT,New York - US,Up,200,12,2,10,40,17,81,637014,104.18.17.112,-
66.165.233.146,October 2 2024 5:53:36 PM EDT,New York - US,Up,200,46,3,14,64,39,166,637014,104.18.17.112,-
172.96.165.98,October 2 2024 5:48:22 PM EDT,New York - US,Up,200,24,1,11,53,15,104,637014,104.18.16.112,-
66.165.251.146,October 2 2024 5:43:08 PM EDT,New York - US,Up,200,22,2,11,55,15,105,637014,104.18.16.112,-
198.211.100.169,October 2 2024 5:37:52 PM EDT,New York - US,Up,200,16,1,11,62,14,104,637014,104.18.17.112,-
23.105.39.121,October 2 2024 5:37:52 PM EDT,Virginia - US,Up,200,8,1,11,59,11,91,637014,104.18.16.112,-
162.223.228.142,October 2 2024 5:37:52 PM EDT,Toronto - CA,Up,200,13,12,18,62,21,126,637014,104.18.17.112,-
45.10.22.81,October 2 2024 5:37:52 PM EDT,Las Vegas - US,Up,200,13,8,17,108,12,158,637014,104.18.17.112,-
45.58.47.160,October 2 2024 5:32:39 PM EDT,New York - US,Up,200,51,3,14,108,19,195,637014,104.18.17.112,-
66.165.233.146,October 2 2024 5:27:24 PM EDT,New York - US,Up,200,46,2,15,47,14,124,637014,104.18.17.112,-
169.197.141.229,October 2 2024 5:22:14 PM EDT,New York - US,Up,200,25,1,10,58,13,107,637014,104.18.17.112,-
104.236.16.22,October 2 2024 5:16:56 PM EDT,New York - US,Up,200,13,2,18,1535,20,1588,637014,104.18.16.112,-
169.197.141.229,October 2 2024 5:11:40 PM EDT,New York - US,Up,200,25,1,10,38,16,90,637020,104.18.16.112,-
66.165.253.194,October 2 2024 5:06:25 PM EDT,New York - US,Up,200,35,3,23,63,16,140,637020,104.18.16.112,-
75.101.151.107,October 2 2024 5:06:25 PM EDT,Virginia - US,Up,200,34,2,11,45,16,108,637020,104.18.17.112,-
159.203.37.151,October 2 2024 5:06:25 PM EDT,Toronto - CA,Up,200,73,1,12,50,27,163,637020,104.18.16.112,-
45.10.22.81,October 2 2024 5:06:25 PM EDT,Las Vegas - US,Up,200,13,8,19,54,21,116,637020,104.18.16.112,-
172.96.165.98,October 2 2024 5:01:08 PM EDT,New York - US,Up,200,14,2,15,93,18,142,637020,104.18.17.112,-
172.96.165.98,October 2 2024 4:55:52 PM EDT,New York - US,Up,200,26,1,12,58,19,116,637020,104.18.17.112,-
104.236.114.81,October 2 2024 4:50:40 PM EDT,New York - US,Up,200,26,1,15,174,17,233,637020,104.18.17.112,-
66.165.251.146,October 2 2024 4:45:26 PM EDT,New York - US,Up,200,23,2,17,47,17,107,637020,104.18.16.112,-
209.151.153.107,October 2 2024 4:40:12 PM EDT,New York - US,Up,200,9,1,10,41,24,85,637020,104.18.17.112,-
198.211.100.169,October 2 2024 4:34:58 PM EDT,New York - US,Up,200,28,2,15,49,32,126,637020,104.18.17.112,-
207.244.104.199,October 2 2024 4:34:58 PM EDT,Virginia - US,Up,200,12,5,14,68,18,118,637020,104.18.17.112,-
165.22.238.144,October 2 2024 4:34:58 PM EDT,Toronto - CA,Up,200,29,2,11,90,15,147,637020,104.18.17.112,-
64.235.50.24,October 2 2024 4:34:58 PM EDT,Las Vegas - US,Up,200,21,8,17,251,17,314,637020,104.18.16.112,-
169.197.141.229,October 2 2024 4:29:41 PM EDT,New York - US,Up,200,26,1,9,45,15,96,637020,104.18.17.112,-
45.58.47.160,October 2 2024 4:24:25 PM EDT,New York - US,Up,200,56,2,23,51,16,148,637020,104.18.17.112,-
169.197.141.229,October 2 2024 4:19:09 PM EDT,New York - US,Up,200,24,1,8,33,17,83,637020,104.18.16.112,-
172.96.165.98,October 2 2024 4:13:52 PM EDT,New York - US,Up,200,28,2,14,1968,23,2035,637020,104.18.16.112,-
66.165.253.194,October 2 2024 4:08:33 PM EDT,New York - US,Up,200,37,2,11,43,15,108,637012,104.18.16.112,-
66.165.233.146,October 2 2024 4:03:19 PM EDT,New York - US,Up,200,47,2,10,53,16,128,637012,104.18.16.112,-
108.62.123.84,October 2 2024 4:03:19 PM EDT,Virginia - US,Up,200,5,2,19,55,16,97,637012,104.18.17.112,-
162.223.228.142,October 2 2024 4:03:19 PM EDT,Toronto - CA,Up,200,25,11,22,64,16,138,637012,104.18.16.112,-
64.235.50.24,October 2 2024 4:03:19 PM EDT,Las Vegas - US,Up,200,28,7,16,111,12,174,637012,104.18.16.112,-
104.236.16.22,October 2 2024 3:58:04 PM EDT,New York - US,Up,200,15,2,13,51,15,96,637012,104.18.17.112,-
104.236.114.81,October 2 2024 3:52:51 PM EDT,New York - US,Up,200,28,1,12,46,15,103,637012,104.18.17.112,-
198.211.100.169,October 2 2024 3:47:34 PM EDT,New York - US,Up,200,28,1,14,42,14,99,637012,104.18.16.112,-
198.211.100.169,October 2 2024 3:42:21 PM EDT,New York - US,Up,200,27,2,12,41,17,100,637012,104.18.16.112,-
169.197.141.229,October 2 2024 3:37:08 PM EDT,New York - US,Up,200,28,1,11,50,19,109,637012,104.18.16.112,-
169.197.141.229,October 2 2024 3:31:55 PM EDT,New York - US,Up,200,26,1,12,55,15,109,637012,104.18.17.112,-
75.101.151.107,October 2 2024 3:31:55 PM EDT,Virginia - US,Up,200,16,2,11,41,17,87,637012,104.18.16.112,-
165.22.238.144,October 2 2024 3:31:55 PM EDT,Toronto - CA,Up,200,29,1,14,75,14,133,637012,104.18.17.112,-
64.235.50.24,October 2 2024 3:31:55 PM EDT,Las Vegas - US,Up,200,22,8,16,114,17,177,637012,104.18.17.112,-
66.165.251.146,October 2 2024 3:26:38 PM EDT,New York - US,Up,200,23,2,18,44,15,102,637012,104.18.16.112,-
66.165.233.146,October 2 2024 3:21:20 PM EDT,New York - US,Up,200,45,2,22,58,22,149,637012,104.18.16.112,-
104.236.16.22,October 2 2024 3:15:59 PM EDT,New York - US,Up,200,17,1,10,59,16,103,637012,104.18.16.112,-
66.165.251.146,October 2 2024 3:10:42 PM EDT,New York - US,Up,200,47,2,15,1682,16,1762,637012,104.18.17.112,-
104.236.114.81,October 2 2024 3:05:22 PM EDT,New York - US,Up,200,29,2,16,42,17,106,639219,104.18.17.112,-
104.236.114.81,October 2 2024 3:00:06 PM EDT,New York - US,Up,200,37,4,22,46,16,125,639219,104.18.17.112,-
23.105.39.121,October 2 2024 3:00:06 PM EDT,Virginia - US,Up,200,13,1,16,65,17,113,639219,104.18.17.112,-
159.203.37.151,October 2 2024 3:00:06 PM EDT,Toronto - CA,Up,200,85,2,24,47,25,183,639219,104.18.16.112,-
45.10.22.81,October 2 2024 3:00:06 PM EDT,Las Vegas - US,Up,200,25,9,20,149,17,220,639219,104.18.17.112,-
45.58.47.160,October 2 2024 2:54:51 PM EDT,New York - US,Up,200,46,3,23,49,20,142,639219,104.18.17.112,-
104.236.16.22,October 2 2024 2:49:31 PM EDT,New York - US,Up,200,208,1223,39,57,43,1570,639219,104.18.16.112,-
104.236.114.81,October 2 2024 2:44:14 PM EDT,New York - US,Up,200,16,2,17,75,41,151,639219,104.18.17.112,-
66.165.233.146,October 2 2024 2:38:59 PM EDT,New York - US,Up,200,47,2,11,33,20,113,639219,104.18.16.112,-
209.151.153.107,October 2 2024 2:33:39 PM EDT,New York - US,Up,200,9,2,15,53,23,102,639219,104.18.16.112,-
169.197.141.229,October 2 2024 2:28:23 PM EDT,New York - US,Up,200,30,1,13,45,14,104,639219,104.18.16.112,-
108.62.123.84,October 2 2024 2:28:23 PM EDT,Virginia - US,Up,200,11,2,13,63,21,110,639219,104.18.17.112,-
165.22.238.144,October 2 2024 2:28:23 PM EDT,Toronto - CA,Up,200,51,1,13,69,14,149,639219,104.18.17.112,-
45.10.22.81,October 2 2024 2:28:23 PM EDT,Las Vegas - US,Up,200,14,9,18,114,18,173,639219,104.18.17.112,-
66.165.233.146,October 2 2024 2:23:06 PM EDT,New York - US,Up,200,48,5,19,47,14,133,639219,104.18.17.112,-
198.211.100.169,October 2 2024 2:17:48 PM EDT,New York - US,Up,200,14,1,18,42,20,96,639219,104.18.16.112,-
209.151.153.107,October 2 2024 2:12:31 PM EDT,New York - US,Up,200,9,2,9,61,21,102,639219,104.18.17.112,-
45.58.47.160,October 2 2024 2:07:15 PM EDT,New York - US,Up,200,52,6,27,54,16,155,638973,104.18.17.112,-
66.165.251.146,October 2 2024 2:01:55 PM EDT,New York - US,Up,200,48,2,20,36,16,122,638973,104.18.17.112,-
66.165.251.146,October 2 2024 1:56:26 PM EDT,New York - US,Up,200,49,4,22,40,15,141,638973,104.18.16.112,-
108.62.123.84,October 2 2024 1:56:26 PM EDT,Virginia - US,Up,200,8,2,17,88,24,139,638973,104.18.16.112,-
172.105.0.109,October 2 2024 1:56:26 PM EDT,Toronto - CA,Up,200,300,1,9,58,15,383,638973,104.18.16.112,-
45.10.22.81,October 2 2024 1:56:26 PM EDT,Las Vegas - US,Up,200,18,9,20,61,17,125,638973,104.18.16.112,-
104.236.114.81,October 2 2024 1:51:12 PM EDT,New York - US,Up,200,35,3,17,38,16,109,638973,104.18.16.112,-
209.151.153.107,October 2 2024 1:45:57 PM EDT,New York - US,Up,200,9,2,13,61,15,100,638973,104.18.17.112,-
209.151.153.107,October 2 2024 1:40:37 PM EDT,New York - US,Up,200,10,2,11,49,25,97,638973,104.18.17.112,-
172.96.165.98,October 2 2024 1:35:19 PM EDT,New York - US,Up,200,25,1,12,39,21,98,638973,104.18.17.112,-
169.197.141.229,October 2 2024 1:30:01 PM EDT,New York - US,Up,200,28,1,13,89,17,148,638973,104.18.17.112,-
66.165.253.194,October 2 2024 1:24:43 PM EDT,New York - US,Up,200,21,2,9,43,16,91,638973,104.18.17.112,-
207.244.104.49,October 2 2024 1:24:43 PM EDT,Virginia - US,Up,200,5,2,74,77,17,175,638973,104.18.16.112,-
162.223.228.142,October 2 2024 1:24:43 PM EDT,Toronto - CA,Up,200,13,11,22,57,19,122,638973,104.18.17.112,-
45.10.22.81,October 2 2024 1:24:43 PM EDT,Las Vegas - US,Up,200,14,8,18,138,29,207,638973,104.18.17.112,-
66.165.251.146,October 2 2024 1:19:24 PM EDT,New York - US,Up,200,45,2,11,47,18,124,638973,104.18.17.112,-
104.236.114.81,October 2 2024 1:14:05 PM EDT,New York - US,Up,200,29,6,16,55,14,121,638973,104.18.16.112,-
66.165.251.146,October 2 2024 1:08:52 PM EDT,New York - US,Up,200,45,2,28,58,16,149,638973,104.18.16.112,-
198.211.100.169,October 2 2024 1:03:34 PM EDT,New York - US,Up,200,27,1,13,52,15,109,637022,104.18.17.112,-
198.211.100.169,October 2 2024 12:58:16 PM EDT,New York - US,Up,200,33,2,16,52,11,115,637022,104.18.17.112,-
104.236.114.81,October 2 2024 12:52:56 PM EDT,New York - US,Up,200,27,2,16,53,18,117,637022,104.18.17.112,-
23.105.39.121,October 2 2024 12:52:56 PM EDT,Virginia - US,Up,200,11,1,13,68,16,110,637022,104.18.17.112,-
172.105.0.109,October 2 2024 12:52:56 PM EDT,Toronto - CA,Up,200,220,1,10,49,15,295,637022,104.18.16.112,-
64.235.50.24,October 2 2024 12:52:56 PM EDT,Las Vegas - US,Up,200,28,9,19,54,22,132,637022,104.18.16.112,-
209.151.153.107,October 2 2024 12:47:36 PM EDT,New York - US,Up,200,11,3,12,55,17,98,637022,104.18.17.112,-
172.96.165.98,October 2 2024 12:42:18 PM EDT,New York - US,Up,200,16,2,12,58,18,107,637022,104.18.17.112,-
104.236.16.22,October 2 2024 12:36:57 PM EDT,New York - US,Up,200,13,3,13,45,19,93,637022,104.18.16.112,-
172.96.165.98,October 2 2024 12:31:32 PM EDT,New York - US,Up,200,22,2,14,51,21,110,637022,104.18.16.112,-
45.58.47.160,October 2 2024 12:26:12 PM EDT,New York - US,Up,200,52,3,21,48,14,138,637022,104.18.17.112,-
66.165.251.146,October 2 2024 12:20:52 PM EDT,New York - US,Up,200,47,2,12,49,24,134,637022,104.18.16.112,-
174.129.225.90,October 2 2024 12:20:52 PM EDT,Virginia - US,Up,200,17,2,9,73,24,125,637022,104.18.17.112,-
165.22.238.144,October 2 2024 12:20:52 PM EDT,Toronto - CA,Up,200,56,2,17,59,17,151,637022,104.18.17.112,-
45.10.22.81,October 2 2024 12:20:52 PM EDT,Las Vegas - US,Up,200,17,12,22,174,17,242,637022,104.18.16.112,-
45.58.47.160,October 2 2024 12:15:29 PM EDT,New York - US,Up,200,73,3,35,60,19,190,637022,104.18.17.112,-
66.165.251.146,October 2 2024 12:10:08 PM EDT,New York - US,Up,200,49,4,23,46,18,140,637022,104.18.16.112,-
169.197.141.229,October 2 2024 12:04:35 PM EDT,New York - US,Up,200,22,2,11,2231,21,2287,637022,104.18.17.112,-
66.165.253.194,October 2 2024 11:59:09 AM EDT,New York - US,Up,200,21,2,10,38,14,85,638851,104.18.16.112,-
198.211.100.169,October 2 2024 11:53:46 AM EDT,New York - US,Up,200,27,1,12,51,17,109,638851,104.18.17.112,-
198.211.100.169,October 2 2024 11:48:22 AM EDT,New York - US,Up,200,28,1,12,42,15,98,638851,104.18.17.112,-
207.244.104.49,October 2 2024 11:48:22 AM EDT,Virginia - US,Up,200,5,2,13,59,18,97,638851,104.18.17.112,-
159.203.37.151,October 2 2024 11:48:22 AM EDT,Toronto - CA,Up,200,73,3,11,46,16,149,638851,104.18.17.112,-
45.10.22.81,October 2 2024 11:48:22 AM EDT,Las Vegas - US,Up,200,13,8,19,105,11,156,638851,104.18.16.112,-
66.165.233.146,October 2 2024 11:42:57 AM EDT,New York - US,Up,200,47,2,14,46,19,128,638851,104.18.16.112,-
209.151.153.107,October 2 2024 11:37:34 AM EDT,New York - US,Up,200,15,4,14,101,14,148,638851,104.18.16.112,-
172.96.165.98,October 2 2024 11:32:12 AM EDT,New York - US,Up,200,24,1,14,41,24,105,638851,104.18.17.112,-
169.197.141.229,October 2 2024 11:26:42 AM EDT,New York - US,Up,200,32,0,11,43,18,105,638851,104.18.16.112,-
172.96.165.98,October 2 2024 11:21:16 AM EDT,New York - US,Up,200,28,1,16,47,15,108,638851,104.18.16.112,-
66.165.233.146,October 2 2024 11:15:48 AM EDT,New York - US,Up,200,48,2,11,67,15,143,638851,104.18.17.112,-
207.244.97.125,October 2 2024 11:15:48 AM EDT,Virginia - US,Up,200,7,1,12,284,30,335,638851,104.18.16.112,-
172.105.0.109,October 2 2024 11:15:48 AM EDT,Toronto - CA,Up,200,119,1,9,64,17,211,638851,104.18.16.112,-
45.10.22.81,October 2 2024 11:15:48 AM EDT,Las Vegas - US,Up,200,14,9,25,125,15,188,638851,104.18.16.112,-
