Report Name: Log Report
Location IP,Collection Time,Location,Status,HTTP Status Code,DNS Response Time (ms),Connection Time (ms),SSL Handshake Time (ms),First Byte Time (ms),Download Time (ms),Response Time (ms),Content Length (B),Resolved IP,Reason
174.129.225.90,September 22 2024 4:52:24 AM EDT,Virginia - US,Up,200,15,1,17,1775,14,1822,637030,104.18.16.112,-
134.195.196.243,September 22 2024 4:52:24 AM EDT,Toronto - CA,Up,200,29,1,21,1802,13,1866,637030,104.18.17.112,-
45.10.22.81,September 22 2024 4:52:24 AM EDT,Las Vegas - US,Up,200,13,8,17,1846,14,1898,637030,104.18.17.112,-
66.165.233.146,September 22 2024 4:47:10 AM EDT,New York - US,Up,200,56,2,9,30,17,114,637034,104.18.16.112,-
66.165.233.146,September 22 2024 4:41:56 AM EDT,New York - US,Up,200,58,2,9,28,13,110,637034,104.18.16.112,-
169.197.141.229,September 22 2024 4:36:44 AM EDT,New York - US,Up,200,27,1,10,36,13,87,637034,104.18.17.112,-
198.211.100.169,September 22 2024 4:31:31 AM EDT,New York - US,Up,200,22,1,30,39,12,104,637034,104.18.17.112,-
104.236.114.81,September 22 2024 4:26:20 AM EDT,New York - US,Up,200,13,2,13,32,13,73,637034,104.18.16.112,-
66.165.253.194,September 22 2024 4:21:00 AM EDT,New York - US,Up,200,54,2,10,30,13,109,637034,104.18.16.112,-
131.153.220.98,September 22 2024 4:21:00 AM EDT,Virginia - US,Up,200,6,0,12,41,15,75,637034,104.18.16.112,-
172.105.0.109,September 22 2024 4:21:00 AM EDT,Toronto - CA,Up,200,212,1,10,42,14,279,637034,104.18.17.112,-
64.235.50.24,September 22 2024 4:21:00 AM EDT,Las Vegas - US,Up,200,12,8,15,167,15,217,637034,104.18.16.112,-
66.165.251.146,September 22 2024 4:15:50 AM EDT,New York - US,Up,200,26,3,13,34,13,89,637034,104.18.17.112,-
209.151.153.107,September 22 2024 4:10:38 AM EDT,New York - US,Up,200,10,2,10,31,10,63,637034,104.18.17.112,-
172.96.165.98,September 22 2024 4:05:28 AM EDT,New York - US,Up,200,29,1,12,34,14,91,637034,104.18.16.112,-
169.197.141.229,September 22 2024 4:00:12 AM EDT,New York - US,Up,200,25,1,12,30,13,81,637034,104.18.17.112,-
172.96.165.98,September 22 2024 3:54:55 AM EDT,New York - US,Up,200,25,1,9,32,13,80,637034,104.18.17.112,-
209.151.153.107,September 22 2024 3:49:39 AM EDT,New York - US,Up,200,4,1,9,1607,13,1635,637034,104.18.16.112,-
207.244.104.233,September 22 2024 3:49:39 AM EDT,Virginia - US,Up,200,5,1,11,1524,14,1555,637034,104.18.17.112,-
172.105.0.109,September 22 2024 3:49:39 AM EDT,Toronto - CA,Up,200,212,1,9,1322,13,1558,637034,104.18.16.112,-
64.235.50.24,September 22 2024 3:49:39 AM EDT,Las Vegas - US,Up,200,23,12,22,1624,14,1695,637034,104.18.16.112,-
209.151.153.107,September 22 2024 3:44:24 AM EDT,New York - US,Up,200,10,3,11,32,13,69,637030,104.18.17.112,-
66.165.233.146,September 22 2024 3:39:12 AM EDT,New York - US,Up,200,60,3,11,33,13,120,637030,104.18.17.112,-
66.165.253.194,September 22 2024 3:33:49 AM EDT,New York - US,Up,200,63,2,8,36,12,121,637030,104.18.17.112,-
104.236.16.22,September 22 2024 3:28:24 AM EDT,New York - US,Up,200,13,2,9,35,12,71,637030,104.18.16.112,-
209.151.153.107,September 22 2024 3:23:11 AM EDT,New York - US,Up,200,5,2,9,34,13,63,637030,104.18.16.112,-
66.165.251.146,September 22 2024 3:17:59 AM EDT,New York - US,Up,200,26,3,24,28,13,94,637030,104.18.17.112,-
207.244.97.125,September 22 2024 3:17:59 AM EDT,Virginia - US,Up,200,9,2,10,41,16,78,637030,104.18.17.112,-
162.223.228.142,September 22 2024 3:17:59 AM EDT,Toronto - CA,Up,200,11,11,18,46,13,99,637030,104.18.16.112,-
64.235.50.24,September 22 2024 3:17:59 AM EDT,Las Vegas - US,Up,200,11,8,17,63,15,114,637030,104.18.17.112,-
66.165.253.194,September 22 2024 3:12:46 AM EDT,New York - US,Up,200,56,2,8,33,14,113,637030,104.18.16.112,-
66.165.251.146,September 22 2024 3:07:33 AM EDT,New York - US,Up,200,28,2,21,36,13,101,637030,104.18.16.112,-
66.165.233.146,September 22 2024 3:02:19 AM EDT,New York - US,Up,200,81,3,9,40,13,147,637030,104.18.17.112,-
172.96.165.98,September 22 2024 2:56:58 AM EDT,New York - US,Up,200,24,1,16,38,13,92,637030,104.18.16.112,-
104.236.16.22,September 22 2024 2:51:47 AM EDT,New York - US,Up,200,13,1,9,30,13,66,637030,104.18.17.112,-
104.236.114.81,September 22 2024 2:46:35 AM EDT,New York - US,Up,200,15,7,13,1711,8,1754,637030,104.18.17.112,-
207.244.104.49,September 22 2024 2:46:35 AM EDT,Virginia - US,Up,200,33,1,11,1666,15,1727,637030,104.18.17.112,-
172.105.0.109,September 22 2024 2:46:35 AM EDT,Toronto - CA,Up,200,118,1,8,1510,14,1651,637030,104.18.17.112,-
64.235.50.24,September 22 2024 2:46:35 AM EDT,Las Vegas - US,Up,200,51,8,19,1776,26,1880,637030,104.18.16.112,-
209.151.153.107,September 22 2024 2:41:22 AM EDT,New York - US,Up,200,4,2,8,34,13,61,637030,104.18.17.112,-
45.58.47.160,September 22 2024 2:36:09 AM EDT,New York - US,Up,200,84,4,16,35,11,150,637030,104.18.16.112,-
104.236.16.22,September 22 2024 2:30:56 AM EDT,New York - US,Up,200,78,2,12,31,14,137,637030,104.18.16.112,-
209.151.153.107,September 22 2024 2:25:39 AM EDT,New York - US,Up,200,9,3,8,30,13,63,637030,104.18.16.112,-
45.58.47.160,September 22 2024 2:20:24 AM EDT,New York - US,Up,200,92,7,24,172,38,333,637030,104.18.16.112,-
209.151.153.107,September 22 2024 2:15:10 AM EDT,New York - US,Up,200,5,1,10,51,12,79,637030,104.18.16.112,-
207.244.104.49,September 22 2024 2:15:10 AM EDT,Virginia - US,Up,200,31,1,16,44,14,106,637030,104.18.17.112,-
162.223.228.142,September 22 2024 2:15:10 AM EDT,Toronto - CA,Up,200,29,11,17,45,14,116,637030,104.18.16.112,-
64.235.50.24,September 22 2024 2:15:10 AM EDT,Las Vegas - US,Up,200,21,8,19,50,17,115,637030,104.18.16.112,-
45.58.47.160,September 22 2024 2:09:57 AM EDT,New York - US,Up,200,94,3,14,35,13,159,637030,104.18.16.112,-
209.151.153.107,September 22 2024 2:04:38 AM EDT,New York - US,Up,200,9,1,12,29,14,65,637030,104.18.17.112,-
169.197.141.229,September 22 2024 1:59:22 AM EDT,New York - US,Up,200,11,2,13,38,15,79,637030,104.18.16.112,-
66.165.233.146,September 22 2024 1:54:09 AM EDT,New York - US,Up,200,47,2,9,31,13,102,637030,104.18.17.112,-
45.58.47.160,September 22 2024 1:48:54 AM EDT,New York - US,Up,200,94,5,17,31,12,159,637030,104.18.17.112,-
66.165.253.194,September 22 2024 1:43:34 AM EDT,New York - US,Up,200,56,2,8,1480,13,1560,637030,104.18.17.112,-
174.129.225.90,September 22 2024 1:43:34 AM EDT,Virginia - US,Up,200,26,3,13,1511,15,1568,637030,104.18.17.112,-
162.223.228.142,September 22 2024 1:43:34 AM EDT,Toronto - CA,Up,200,30,11,18,1487,16,1562,637030,104.18.16.112,-
45.10.22.81,September 22 2024 1:43:34 AM EDT,Las Vegas - US,Up,200,12,9,18,1628,15,1682,637030,104.18.17.112,-
172.96.165.98,September 22 2024 1:38:17 AM EDT,New York - US,Up,200,28,8,12,43,16,107,637027,104.18.16.112,-
45.58.47.160,September 22 2024 1:33:03 AM EDT,New York - US,Up,200,88,12,43,42,58,244,637027,104.18.16.112,-
169.197.141.229,September 22 2024 1:27:46 AM EDT,New York - US,Up,200,22,0,9,37,15,85,637027,104.18.16.112,-
104.236.114.81,September 22 2024 1:22:34 AM EDT,New York - US,Up,200,14,1,13,40,16,85,637027,104.18.17.112,-
209.151.153.107,September 22 2024 1:17:22 AM EDT,New York - US,Up,200,8,3,10,36,12,69,637027,104.18.16.112,-
172.96.165.98,September 22 2024 1:12:08 AM EDT,New York - US,Up,200,11,2,10,40,14,77,637027,104.18.17.112,-
75.101.151.107,September 22 2024 1:12:08 AM EDT,Virginia - US,Up,200,14,1,8,36,16,75,637027,104.18.16.112,-
162.223.228.142,September 22 2024 1:12:08 AM EDT,Toronto - CA,Up,200,27,12,20,55,18,132,637027,104.18.17.112,-
64.235.50.24,September 22 2024 1:12:08 AM EDT,Las Vegas - US,Up,200,23,9,17,122,15,186,637027,104.18.17.112,-
104.236.16.22,September 22 2024 1:06:55 AM EDT,New York - US,Up,200,12,3,22,42,24,104,637027,104.18.16.112,-
172.96.165.98,September 22 2024 1:01:43 AM EDT,New York - US,Up,200,24,1,8,33,15,82,637027,104.18.16.112,-
66.165.253.194,September 22 2024 12:56:30 AM EDT,New York - US,Up,200,55,2,9,29,13,108,637027,104.18.16.112,-
198.211.100.169,September 22 2024 12:51:18 AM EDT,New York - US,Up,200,31,4,12,32,14,93,637027,104.18.16.112,-
172.96.165.98,September 22 2024 12:46:04 AM EDT,New York - US,Up,200,27,2,10,35,15,89,637027,104.18.17.112,-
66.165.253.194,September 22 2024 12:40:49 AM EDT,New York - US,Up,200,51,2,9,1309,23,1394,637027,104.18.17.112,-
207.244.104.49,September 22 2024 12:40:49 AM EDT,Virginia - US,Up,200,5,1,13,1399,15,1434,637027,104.18.17.112,-
162.223.228.142,September 22 2024 12:40:49 AM EDT,Toronto - CA,Up,200,28,11,18,1375,14,1446,637027,104.18.17.112,-
45.10.22.81,September 22 2024 12:40:49 AM EDT,Las Vegas - US,Up,200,15,8,17,1473,14,1527,637027,104.18.16.112,-
172.96.165.98,September 22 2024 12:35:39 AM EDT,New York - US,Up,200,15,1,10,32,17,75,637033,104.18.17.112,-
104.236.16.22,September 22 2024 12:30:25 AM EDT,New York - US,Up,200,31,19,22,39,19,131,637033,104.18.16.112,-
198.211.100.169,September 22 2024 12:25:11 AM EDT,New York - US,Up,200,13,2,11,31,12,69,637033,104.18.17.112,-
45.58.47.160,September 22 2024 12:20:01 AM EDT,New York - US,Up,200,95,3,26,42,17,184,637033,104.18.16.112,-
209.151.153.107,September 22 2024 12:14:47 AM EDT,New York - US,Up,200,8,1,8,31,13,62,637033,104.18.17.112,-
66.165.233.146,September 22 2024 12:09:34 AM EDT,New York - US,Up,200,54,2,9,41,14,120,637033,104.18.16.112,-
174.129.225.90,September 22 2024 12:09:34 AM EDT,Virginia - US,Up,200,33,1,11,39,14,98,637033,104.18.16.112,-
165.22.238.144,September 22 2024 12:09:34 AM EDT,Toronto - CA,Up,200,8,1,12,58,17,96,637033,104.18.17.112,-
45.10.22.81,September 22 2024 12:09:34 AM EDT,Las Vegas - US,Up,200,14,9,20,65,16,124,637033,104.18.17.112,-
66.165.251.146,September 22 2024 12:04:15 AM EDT,New York - US,Up,200,27,2,12,32,15,88,637033,104.18.16.112,-
104.236.16.22,September 21 2024 11:59:04 PM EDT,New York - US,Up,200,14,2,12,37,13,79,637033,104.18.16.112,-
209.151.153.107,September 21 2024 11:53:51 PM EDT,New York - US,Up,200,8,1,11,35,15,70,637033,104.18.17.112,-
66.165.233.146,September 21 2024 11:48:38 PM EDT,New York - US,Up,200,79,1,10,36,14,141,637033,104.18.17.112,-
45.58.47.160,September 21 2024 11:43:29 PM EDT,New York - US,Up,200,100,5,15,52,16,188,637033,104.18.17.112,-
104.236.16.22,September 21 2024 11:38:16 PM EDT,New York - US,Up,200,13,1,11,1575,17,1617,637033,104.18.17.112,-
174.129.225.90,September 21 2024 11:38:16 PM EDT,Virginia - US,Up,200,53,2,11,1536,12,1614,637033,104.18.17.112,-
162.223.228.142,September 21 2024 11:38:16 PM EDT,Toronto - CA,Up,200,12,11,18,1541,16,1598,637033,104.18.17.112,-
64.235.50.24,September 21 2024 11:38:16 PM EDT,Las Vegas - US,Up,200,23,8,15,1628,17,1691,637033,104.18.17.112,-
172.96.165.98,September 21 2024 11:33:02 PM EDT,New York - US,Up,200,23,1,11,55,15,105,639229,104.18.17.112,-
198.211.100.169,September 21 2024 11:27:45 PM EDT,New York - US,Up,200,26,2,11,41,17,97,639229,104.18.17.112,-
104.236.16.22,September 21 2024 11:22:30 PM EDT,New York - US,Up,200,14,1,14,35,13,77,639229,104.18.17.112,-
209.151.153.107,September 21 2024 11:17:17 PM EDT,New York - US,Up,200,7,2,11,36,13,69,639229,104.18.16.112,-
209.151.153.107,September 21 2024 11:12:04 PM EDT,New York - US,Up,200,5,2,9,37,14,67,639229,104.18.16.112,-
45.58.47.160,September 21 2024 11:06:49 PM EDT,New York - US,Up,200,99,2,19,41,13,174,639229,104.18.16.112,-
23.105.39.121,September 21 2024 11:06:49 PM EDT,Virginia - US,Up,200,8,2,12,37,15,74,639229,104.18.17.112,-
172.105.0.109,September 21 2024 11:06:49 PM EDT,Toronto - CA,Up,200,217,1,8,69,13,309,639229,104.18.17.112,-
45.10.22.81,September 21 2024 11:06:49 PM EDT,Las Vegas - US,Up,200,13,9,18,81,15,136,639229,104.18.17.112,-
104.236.114.81,September 21 2024 11:01:37 PM EDT,New York - US,Up,200,15,3,26,47,20,111,639229,104.18.17.112,-
104.236.16.22,September 21 2024 10:56:20 PM EDT,New York - US,Up,200,73,19,23,54,18,188,639229,104.18.16.112,-
66.165.253.194,September 21 2024 10:51:07 PM EDT,New York - US,Up,200,60,2,10,42,13,127,639229,104.18.17.112,-
104.236.16.22,September 21 2024 10:45:54 PM EDT,New York - US,Up,200,12,2,11,47,17,89,639229,104.18.16.112,-
104.236.114.81,September 21 2024 10:40:39 PM EDT,New York - US,Up,200,30,2,14,45,16,107,639229,104.18.16.112,-
198.211.100.169,September 21 2024 10:35:17 PM EDT,New York - US,Up,200,27,2,12,56,20,117,639229,104.18.17.112,-
23.105.39.121,September 21 2024 10:35:17 PM EDT,Virginia - US,Up,200,5,2,11,54,12,84,639229,104.18.16.112,-
162.223.228.142,September 21 2024 10:35:17 PM EDT,Toronto - CA,Up,200,15,13,19,63,27,137,639229,104.18.17.112,-
45.10.22.81,September 21 2024 10:35:17 PM EDT,Las Vegas - US,Up,200,30,8,27,111,12,189,639229,104.18.17.112,-
169.197.141.229,September 21 2024 10:30:07 PM EDT,New York - US,Up,200,22,1,13,37,14,87,638983,104.18.17.112,-
45.58.47.160,September 21 2024 10:24:58 PM EDT,New York - US,Up,200,96,3,20,68,29,217,638983,104.18.17.112,-
172.96.165.98,September 21 2024 10:19:42 PM EDT,New York - US,Up,200,24,2,12,42,14,94,638983,104.18.17.112,-
104.236.16.22,September 21 2024 10:14:26 PM EDT,New York - US,Up,200,13,3,11,39,16,82,638983,104.18.16.112,-
198.211.100.169,September 21 2024 10:09:16 PM EDT,New York - US,Up,200,27,2,13,47,14,103,638983,104.18.16.112,-
104.236.16.22,September 21 2024 10:04:02 PM EDT,New York - US,Up,200,15,3,13,58,14,103,638983,104.18.16.112,-
207.244.104.233,September 21 2024 10:04:02 PM EDT,Virginia - US,Up,200,5,1,13,50,15,85,638983,104.18.17.112,-
165.22.238.144,September 21 2024 10:04:02 PM EDT,Toronto - CA,Up,200,10,1,14,44,16,85,638983,104.18.16.112,-
45.10.22.81,September 21 2024 10:04:02 PM EDT,Las Vegas - US,Up,200,14,9,22,67,16,128,638983,104.18.16.112,-
66.165.251.146,September 21 2024 9:58:49 PM EDT,New York - US,Up,200,26,2,19,38,13,98,638983,104.18.17.112,-
169.197.141.229,September 21 2024 9:53:35 PM EDT,New York - US,Up,200,12,1,13,48,17,91,638983,104.18.17.112,-
104.236.114.81,September 21 2024 9:48:22 PM EDT,New York - US,Up,200,22,5,16,45,10,98,638983,104.18.17.112,-
172.96.165.98,September 21 2024 9:43:08 PM EDT,New York - US,Up,200,25,2,13,37,18,95,638983,104.18.17.112,-
104.236.114.81,September 21 2024 9:37:55 PM EDT,New York - US,Up,200,12,1,13,57,15,98,638983,104.18.16.112,-
66.165.253.194,September 21 2024 9:32:45 PM EDT,New York - US,Up,200,52,2,8,69,14,145,638983,104.18.16.112,-
207.244.97.125,September 21 2024 9:32:45 PM EDT,Virginia - US,Up,200,8,2,12,66,16,104,638983,104.18.16.112,-
172.105.0.109,September 21 2024 9:32:45 PM EDT,Toronto - CA,Up,200,207,1,9,64,13,294,638983,104.18.16.112,-
64.235.50.24,September 21 2024 9:32:45 PM EDT,Las Vegas - US,Up,200,23,8,16,114,12,173,638983,104.18.16.112,-
66.165.233.146,September 21 2024 9:27:32 PM EDT,New York - US,Up,200,56,2,11,72,15,156,637022,104.18.17.112,-
66.165.233.146,September 21 2024 9:22:20 PM EDT,New York - US,Up,200,59,2,11,42,19,133,637022,104.18.16.112,-
104.236.16.22,September 21 2024 9:17:09 PM EDT,New York - US,Up,200,19,2,11,50,12,94,637022,104.18.16.112,-
169.197.141.229,September 21 2024 9:11:58 PM EDT,New York - US,Up,200,12,1,13,34,16,76,637022,104.18.17.112,-
104.236.16.22,September 21 2024 9:06:40 PM EDT,New York - US,Up,200,20,4,23,53,28,128,637022,104.18.17.112,-
104.236.114.81,September 21 2024 9:01:30 PM EDT,New York - US,Up,200,14,3,12,51,12,93,637022,104.18.16.112,-
174.129.225.90,September 21 2024 9:01:30 PM EDT,Virginia - US,Up,200,13,1,12,56,17,100,637022,104.18.16.112,-
162.223.228.142,September 21 2024 9:01:30 PM EDT,Toronto - CA,Up,200,67,11,19,56,16,170,637022,104.18.17.112,-
64.235.50.24,September 21 2024 9:01:30 PM EDT,Las Vegas - US,Up,200,20,8,17,120,36,201,637022,104.18.17.112,-
104.236.114.81,September 21 2024 8:56:15 PM EDT,New York - US,Up,200,16,2,18,36,13,85,637022,104.18.16.112,-
198.211.100.169,September 21 2024 8:51:03 PM EDT,New York - US,Up,200,25,2,16,32,13,88,637022,104.18.16.112,-
104.236.114.81,September 21 2024 8:45:50 PM EDT,New York - US,Up,200,13,1,11,36,14,75,637022,104.18.17.112,-
45.58.47.160,September 21 2024 8:40:34 PM EDT,New York - US,Up,200,84,4,15,54,22,179,637022,104.18.17.112,-
198.211.100.169,September 21 2024 8:35:20 PM EDT,New York - US,Up,200,13,2,11,35,21,82,637022,104.18.17.112,-
66.165.251.146,September 21 2024 8:30:05 PM EDT,New York - US,Up,200,27,2,11,1445,13,1498,637022,104.18.16.112,-
131.153.220.98,September 21 2024 8:30:05 PM EDT,Virginia - US,Up,200,6,1,19,1473,15,1515,637022,104.18.16.112,-
172.105.0.109,September 21 2024 8:30:05 PM EDT,Toronto - CA,Up,200,117,1,9,1319,16,1462,637022,104.18.16.112,-
64.235.50.24,September 21 2024 8:30:05 PM EDT,Las Vegas - US,Up,200,21,8,18,1534,17,1598,637022,104.18.17.112,-
172.96.165.98,September 21 2024 8:24:49 PM EDT,New York - US,Up,200,26,1,10,44,15,96,637034,104.18.16.112,-
172.96.165.98,September 21 2024 8:19:36 PM EDT,New York - US,Up,200,25,1,10,63,23,122,637034,104.18.17.112,-
172.96.165.98,September 21 2024 8:14:24 PM EDT,New York - US,Up,200,24,1,9,34,14,83,637034,104.18.16.112,-
104.236.114.81,September 21 2024 8:09:12 PM EDT,New York - US,Up,200,20,2,14,41,13,90,637034,104.18.17.112,-
198.211.100.169,September 21 2024 8:04:01 PM EDT,New York - US,Up,200,27,1,16,37,16,97,637034,104.18.16.112,-
66.165.251.146,September 21 2024 7:58:48 PM EDT,New York - US,Up,200,27,2,12,39,13,93,637034,104.18.16.112,-
207.244.104.233,September 21 2024 7:58:48 PM EDT,Virginia - US,Up,200,5,1,15,45,14,81,637034,104.18.16.112,-
165.22.238.144,September 21 2024 7:58:48 PM EDT,Toronto - CA,Up,200,11,1,12,45,13,82,637034,104.18.17.112,-
45.10.22.81,September 21 2024 7:58:48 PM EDT,Las Vegas - US,Up,200,13,8,18,71,15,125,637034,104.18.17.112,-
209.151.153.107,September 21 2024 7:53:36 PM EDT,New York - US,Up,200,9,1,10,37,14,71,637034,104.18.16.112,-
172.96.165.98,September 21 2024 7:48:24 PM EDT,New York - US,Up,200,13,1,13,55,26,108,637034,104.18.16.112,-
66.165.233.146,September 21 2024 7:43:16 PM EDT,New York - US,Up,200,30,2,11,37,13,93,637034,104.18.17.112,-
66.165.251.146,September 21 2024 7:38:05 PM EDT,New York - US,Up,200,27,2,19,36,16,100,637034,104.18.16.112,-
198.211.100.169,September 21 2024 7:32:55 PM EDT,New York - US,Up,200,27,1,12,39,14,94,637034,104.18.17.112,-
169.197.141.229,September 21 2024 7:27:39 PM EDT,New York - US,Up,200,25,1,12,1525,13,1576,637034,104.18.17.112,-
207.244.104.199,September 21 2024 7:27:39 PM EDT,Virginia - US,Up,200,5,1,13,1536,16,1572,637034,104.18.16.112,-
134.195.196.243,September 21 2024 7:27:39 PM EDT,Toronto - CA,Up,200,75,0,11,1485,13,1584,637034,104.18.16.112,-
45.10.22.81,September 21 2024 7:27:39 PM EDT,Las Vegas - US,Up,200,13,9,23,1609,14,1668,637034,104.18.16.112,-
66.165.233.146,September 21 2024 7:22:27 PM EDT,New York - US,Up,200,54,3,10,34,15,116,637034,104.18.17.112,-
169.197.141.229,September 21 2024 7:17:17 PM EDT,New York - US,Up,200,22,2,9,38,15,86,637034,104.18.16.112,-
66.165.251.146,September 21 2024 7:12:06 PM EDT,New York - US,Up,200,29,3,23,53,13,121,637034,104.18.17.112,-
45.58.47.160,September 21 2024 7:06:54 PM EDT,New York - US,Up,200,86,3,18,38,14,159,637034,104.18.16.112,-
172.96.165.98,September 21 2024 7:01:39 PM EDT,New York - US,Up,200,25,2,10,31,14,82,637034,104.18.16.112,-
66.165.253.194,September 21 2024 6:56:26 PM EDT,New York - US,Up,200,52,2,14,31,15,114,637034,104.18.16.112,-
207.244.104.199,September 21 2024 6:56:26 PM EDT,Virginia - US,Up,200,5,1,16,46,13,82,637034,104.18.16.112,-
165.22.238.144,September 21 2024 6:56:26 PM EDT,Toronto - CA,Up,200,31,3,18,36,14,102,637034,104.18.16.112,-
45.10.22.81,September 21 2024 6:56:26 PM EDT,Las Vegas - US,Up,200,15,10,20,63,17,125,637034,104.18.17.112,-
45.58.47.160,September 21 2024 6:51:16 PM EDT,New York - US,Up,200,87,4,20,37,14,162,637034,104.18.17.112,-
104.236.16.22,September 21 2024 6:46:04 PM EDT,New York - US,Up,200,12,1,15,39,15,82,637034,104.18.17.112,-
104.236.114.81,September 21 2024 6:40:46 PM EDT,New York - US,Up,200,18,1,14,41,14,88,637034,104.18.16.112,-
45.58.47.160,September 21 2024 6:35:32 PM EDT,New York - US,Up,200,87,3,27,31,15,163,637034,104.18.16.112,-
169.197.141.229,September 21 2024 6:30:21 PM EDT,New York - US,Up,200,14,1,8,36,14,73,637034,104.18.17.112,-
172.96.165.98,September 21 2024 6:25:10 PM EDT,New York - US,Up,200,13,2,13,1341,20,1389,637034,104.18.17.112,-
174.129.225.90,September 21 2024 6:25:10 PM EDT,Virginia - US,Up,200,35,2,10,1288,17,1352,637034,104.18.16.112,-
172.105.0.109,September 21 2024 6:25:10 PM EDT,Toronto - CA,Up,200,214,1,8,1053,13,1289,637034,104.18.17.112,-
45.10.22.81,September 21 2024 6:25:10 PM EDT,Las Vegas - US,Up,200,14,9,19,1388,15,1445,637034,104.18.16.112,-
209.151.153.107,September 21 2024 6:20:00 PM EDT,New York - US,Up,200,12,2,11,81,27,133,637028,104.18.17.112,-
66.165.253.194,September 21 2024 6:14:43 PM EDT,New York - US,Up,200,52,3,10,53,18,136,637028,104.18.16.112,-
104.236.114.81,September 21 2024 6:09:30 PM EDT,New York - US,Up,200,14,8,15,71,14,122,637028,104.18.17.112,-
66.165.233.146,September 21 2024 6:04:19 PM EDT,New York - US,Up,200,32,2,15,41,15,105,637028,104.18.17.112,-
45.58.47.160,September 21 2024 5:59:07 PM EDT,New York - US,Up,200,98,4,18,54,19,194,637028,104.18.16.112,-
66.165.251.146,September 21 2024 5:53:55 PM EDT,New York - US,Up,200,28,2,9,32,14,85,637028,104.18.16.112,-
207.244.103.237,September 21 2024 5:53:55 PM EDT,Virginia - US,Up,200,5,1,11,31,15,63,637028,104.18.16.112,-
162.223.228.142,September 21 2024 5:53:55 PM EDT,Toronto - CA,Up,200,63,12,19,50,16,160,637028,104.18.17.112,-
45.10.22.81,September 21 2024 5:53:55 PM EDT,Las Vegas - US,Up,200,14,8,17,114,17,171,637028,104.18.17.112,-
209.151.153.107,September 21 2024 5:48:42 PM EDT,New York - US,Up,200,5,3,11,44,20,83,637028,104.18.17.112,-
209.151.153.107,September 21 2024 5:43:30 PM EDT,New York - US,Up,200,4,2,11,38,16,71,637028,104.18.16.112,-
66.165.233.146,September 21 2024 5:38:16 PM EDT,New York - US,Up,200,80,2,14,34,15,145,637028,104.18.16.112,-
66.165.233.146,September 21 2024 5:33:00 PM EDT,New York - US,Up,200,54,2,22,36,16,130,637028,104.18.16.112,-
209.151.153.107,September 21 2024 5:27:46 PM EDT,New York - US,Up,200,5,2,10,45,16,78,637028,104.18.17.112,-
66.165.233.146,September 21 2024 5:22:34 PM EDT,New York - US,Up,200,53,2,10,1486,14,1565,637028,104.18.17.112,-
207.244.104.199,September 21 2024 5:22:34 PM EDT,Virginia - US,Up,200,8,2,17,1444,14,1485,637028,104.18.17.112,-
159.203.37.151,September 21 2024 5:22:34 PM EDT,Toronto - CA,Up,200,81,1,13,1485,14,1594,637028,104.18.17.112,-
45.10.22.81,September 21 2024 5:22:34 PM EDT,Las Vegas - US,Up,200,14,8,18,1395,24,1460,637028,104.18.16.112,-
209.151.153.107,September 21 2024 5:17:20 PM EDT,New York - US,Up,200,5,2,10,40,14,71,637034,104.18.16.112,-
66.165.251.146,September 21 2024 5:12:07 PM EDT,New York - US,Up,200,26,4,13,36,11,90,637034,104.18.17.112,-
172.96.165.98,September 21 2024 5:06:53 PM EDT,New York - US,Up,200,26,1,10,35,14,86,637034,104.18.17.112,-
172.96.165.98,September 21 2024 5:01:38 PM EDT,New York - US,Up,200,25,1,11,33,17,88,637034,104.18.17.112,-
104.236.114.81,September 21 2024 4:56:23 PM EDT,New York - US,Up,200,14,2,14,37,14,81,637034,104.18.17.112,-
209.151.153.107,September 21 2024 4:51:10 PM EDT,New York - US,Up,200,5,1,10,38,17,71,637034,104.18.17.112,-
207.244.104.199,September 21 2024 4:51:10 PM EDT,Virginia - US,Up,200,5,2,12,48,17,84,637034,104.18.17.112,-
159.203.37.151,September 21 2024 4:51:10 PM EDT,Toronto - CA,Up,200,79,1,12,39,15,146,637034,104.18.17.112,-
45.10.22.81,September 21 2024 4:51:10 PM EDT,Las Vegas - US,Up,200,13,9,22,107,14,165,637034,104.18.17.112,-
45.58.47.160,September 21 2024 4:45:57 PM EDT,New York - US,Up,200,86,6,21,42,30,185,637034,104.18.16.112,-
104.236.16.22,September 21 2024 4:40:44 PM EDT,New York - US,Up,200,29,1,13,62,21,126,637034,104.18.16.112,-
66.165.233.146,September 21 2024 4:35:34 PM EDT,New York - US,Up,200,25,2,10,36,14,87,637034,104.18.16.112,-
104.236.114.81,September 21 2024 4:30:23 PM EDT,New York - US,Up,200,13,1,17,42,14,88,637034,104.18.17.112,-
172.96.165.98,September 21 2024 4:25:12 PM EDT,New York - US,Up,200,24,1,11,43,13,92,637034,104.18.17.112,-
45.58.47.160,September 21 2024 4:19:59 PM EDT,New York - US,Up,200,85,6,17,1373,16,1497,637034,104.18.17.112,-
207.244.103.237,September 21 2024 4:19:59 PM EDT,Virginia - US,Up,200,4,1,13,1265,14,1297,637034,104.18.16.112,-
159.203.37.151,September 21 2024 4:19:59 PM EDT,Toronto - CA,Up,200,47,1,12,1479,15,1554,637034,104.18.16.112,-
